company_name,industry,website,telephone,fax,address,address_maplink,email_home
Rolf Bitterli,Inserate,NA,tel:032 636 22 74,fax:032 636 11 41,"Stockrain 2
4537 Wiedlisbach",https://www.google.com/maps/place/Stockrain%202+4537+Wiedlisbach,website not accessible
CreaPlant AG,Detailhandel mit Blumen und Pflanzen,http://www.creaplant.ch/,tel:032 675 09 09,NA,"Bolacker 5
4564 Obergerlafingen",https://www.google.com/maps/place/Bolacker%205+4564+Obergerlafingen,info@creaplant.ch
Zemp Sanitär AG,Sanitärinstallation,NA,tel:041 260 33 37,fax:041 260 33 03,"Rothenring 9
6015 Luzern",https://www.google.com/maps/place/Rothenring%209+6015+Luzern,website not accessible
Gürbetal Elektro GmbH,Elektroinstallation,NA,tel:031 809 04 51,NA,"oberer Husmattweg 9
3126 Kaufdorf",https://www.google.com/maps/place/oberer%20Husmattweg%209+3126+Kaufdorf,website not accessible
GK Holding AG,Investmentgesellschaften,NA,tel:071 388 57 57,fax:071 388 89 73,"Langfeldstrasse 10
9200 Gossau SG",https://www.google.com/maps/place/Langfeldstrasse%2010+9200+Gossau%20SG,website not accessible
Garage Roos AG,lnstandhaltung und Reparatur von Automobilen,http://www.garage-roos.ch/,tel:041 495 35 36,fax:041 495 30 22,"Rüediswilerstrasse 98
6017 Ruswil",https://www.google.com/maps/place/R%C3%BCediswilerstrasse%2098+6017+Ruswil,info@garage-roos.ch
Carrosserie Bossert,Reparatur und Lackieren von Carrosserien,NA,NA,NA,"Kantonsstrasse 22
6207 Nottwil",https://www.google.com/maps/place/Kantonsstrasse%2022+6207+Nottwil,website not accessible
Walco Systems AG,Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g.,http://www.kellertrennwaende.ch/,tel:071 841 74 28,fax:071 841 75 04,"Schönbüelpark 14
9016 St. Gallen",https://www.google.com/maps/place/Sch%C3%B6nb%C3%BCelpark%2014+9016+St.%20Gallen,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com
Orllati (VD) SA,Abbrucharbeiten,http://www.orllati.ch/,tel:0848 767 767,fax:0848 767 768,"Route de Bettens 13
1042 Bioley-Orjulaz",https://www.google.com/maps/place/Route%20de%20Bettens%2013+1042+Bioley-Orjulaz,photographe_pierreboss@bluewin.ch
SEO one GmbH,Sonstige Telekommunikation,http://www.seoone.ch/,tel:052 203 59 59,NA,"Neuwiesenstrasse 69
8400 Winterthur",https://www.google.com/maps/place/Neuwiesenstrasse%2069+8400+Winterthur,info@seoone.ch
Gärtnerei Bühler GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.gaertnerei-buehler.ch/,tel:062 794 10 33,fax:062 794 11 13,"Weidweg 1
4852 Rothrist",https://www.google.com/maps/place/Weidweg%201+4852+Rothrist,info@gaertnerei-buehler.ch
Walter Oberli,Sanitär- und Heizungsinstallation,http://www.oberli-haustechnik.ch/,tel:032 322 44 59,fax:032 322 63 58,"ch.de la Rochette 1
2533 Evilard",https://www.google.com/maps/place/ch.de%20la%20Rochette%201+2533+Evilard,w.oberli@bluewin.ch
Leo Sutter,Malerei,http://www.leo-sutter.ch/,tel:071 385 55 31,fax:071 385 58 72,"Herisauerstrasse 81
9200 Gossau SG",https://www.google.com/maps/place/Herisauerstrasse%2081+9200+Gossau%20SG,bad link
CITYMED VERLAG MAGEWSKI,Verlegen von Zeitschriften,http://www.citymed.ch/,tel:071 666 80 90,NA,"Tägermoosstrasse 5
8280 Kreuzlingen",https://www.google.com/maps/place/T%C3%A4germoosstrasse%205+8280+Kreuzlingen,
Gerfa AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:061 270 17 17,fax:061 270 17 10,"Kirschgartenstrasse 7
4010 Basel",https://www.google.com/maps/place/Kirschgartenstrasse%207+4010+Basel,website not accessible
WD comtec AG,Kabelnetzleitungstiefbau,NA,tel:062 849 43 34,NA,"C.F.Bally-Strasse 36
5012 Schönenwerd",https://www.google.com/maps/place/C.F.Bally-Strasse%2036+5012+Sch%C3%B6nenwerd,website not accessible
"gluehbirne.ch, S. Oetiker","Grosshandel mit Möbeln, Teppichen, Lampen und Leuchten",NA,tel:052 242 04 33,NA,"Lättegässli 7
8226 Schleitheim",https://www.google.com/maps/place/L%C3%A4tteg%C3%A4ssli%207+8226+Schleitheim,website not accessible
VT Immo AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,NA,NA,"Baarerstrasse 75
6300 Zug",https://www.google.com/maps/place/Baarerstrasse%2075+6300+Zug,website not accessible
Crotto dei Tigli,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",https://www.crottodeitigli.ch/,tel:091 683 30 81,NA,"Viale Attilio Tarchini 53
6828 Balerna",https://www.google.com/maps/place/Viale%20Attilio%20Tarchini%2053+6828+Balerna,crottodeitigli@bluewin.ch
Gimag AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:061 851 19 07,fax:061 853 01 45,"Industriestrasse 24
4313 Möhlin",https://www.google.com/maps/place/Industriestrasse%2024+4313+M%C3%B6hlin,website not accessible
Beglinger Modehaus AG,Detailhandel mit Herrenbekleidung,NA,tel:055 640 11 17,fax:055 640 83 67,"Bahnhofstrasse 17
8750 Glarus",https://www.google.com/maps/place/Bahnhofstrasse%20%2017+8750+Glarus,website not accessible
"TSS, Türen-Service-Schötz AG",Reparatur von Möbeln und Einrichtungsgegenständen,http://www.schoetz.portas.ch/,tel:041 984 00 90,NA,"Luzernerstrasse 54
6247 Schötz",https://www.google.com/maps/place/Luzernerstrasse%2054+6247+Sch%C3%B6tz,info@schoetz.portas.ch
Alpha Plan Bau GmbH,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,NA,NA,"Marktstrasse 12
4512 Bellach",https://www.google.com/maps/place/Marktstrasse%2012+4512+Bellach,website not accessible
Edilstrada SA,Bau von Strassen,http://www.edilstrada.ch/,tel:091 935 75 25,fax:091 935 75 20,"via ai Portici
6930 Bedano",https://www.google.com/maps/place/via%20ai%20Portici+6930+Bedano,
Küwi AG,Grosshandel mit Baustoffen,http://www.kuewi.ch/,tel:043 455 20 30,fax:044 751 07 60,"Riedstrasse 8
8953 Dietikon",https://www.google.com/maps/place/Riedstrasse%208+8953+Dietikon,
MPZ Audio Michael Zach,Vermietung von sonstigen Gebrauchsgütern,http://www.mpz.ch/,tel:031 351 90 80,NA,"Balmerstrasse 36
3006 Bern",https://www.google.com/maps/place/Balmerstrasse%2036+3006+Bern,website not accessible
Knür Garten-+ Tiefbau GmbH,Landschaftsplanungsbüros und Gartenarchitekturbüros,NA,tel:071 460 20 24,fax:071 460 20 24,"Seestrasse 5
8599 Salmsach",https://www.google.com/maps/place/Seestrasse%205+8599+Salmsach,website not accessible
T&F Automobile GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.tf-automobile.ch/,tel:078 663 44 99,NA,"Bernstrasse 13
3114 Wichtrach",https://www.google.com/maps/place/Bernstrasse%2013+3114+Wichtrach,bad link
Hirn Oberriet AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:071 761 21 13,fax:071 761 21 20,"Staatsstrasse 192
9463 Oberriet SG",https://www.google.com/maps/place/Staatsstrasse%20192+9463+Oberriet%20SG,website not accessible
Scala Music-Cafe,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.scala-brig.ch/,tel:027 923 23 00,NA,"Sennereigasse 6
3900 Brig",https://www.google.com/maps/place/Sennereigasse%206+3900+Brig,info@scala-brig.ch
Laube SA,"Holzbau, Zimmerei",http://www.laube-sa.ch/,tel:091 648 28 55,fax:091 648 11 94,"via Carona
6818 Melano",https://www.google.com/maps/place/via%20Carona+6818+Melano,info@laube-sa.ch
Städtli-Metzgerei,Detailhandel mit Fleisch und Fleischwaren,http://www.staedtlimetzgerei.ch/,tel:071 446 16 18,fax:071 446 64 44,"Hauptstrasse 17
9320 Arbon",https://www.google.com/maps/place/Hauptstrasse%2017+9320+Arbon,website not accessible
Hans-Peter Müller,Personenbeförderung in der Luftfahrt,NA,tel:052 633 06 07,fax:052 633 06 05,"Winkelriedstrasse 82
8203 Schaffhausen",https://www.google.com/maps/place/Winkelriedstrasse%2082+8203+Schaffhausen,website not accessible
"Landolt, Bauunternehmung AG",Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,NA,tel:055 612 28 87,NA,"Kärpfstrasse 39b
8752 Näfels",https://www.google.com/maps/place/K%C3%A4rpfstrasse%2039b+8752+N%C3%A4fels,website not accessible
OCoTex AG,"Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software",http://www.ocotex.ch/,tel:041 799 50 00,fax:041 799 50 05,"Schöngrund 33
6343 Rotkreuz",https://www.google.com/maps/place/Sch%C3%B6ngrund%20%2033+6343+Rotkreuz,info@ocotex.ch
Daniel Bürki Musik,Detailhandel mit Musikinstrumenten,http://www.buerkimusik.ch/,tel:044 955 09 66,NA,"Kempttalstrasse 27a
8320 Fehraltorf",https://www.google.com/maps/place/Kempttalstrasse%2027a+8320+Fehraltorf,daniel@buerkimusik.ch
immo advisors GmbH,Vermietung und Verpachtung von eigenen oder geleasten Grundstücken,http://www.immo-advisors.ch/,tel:044 938 00 04,NA,"Im Tobel 5
8340 Hinwil",https://www.google.com/maps/place/Im%20Tobel%205+8340+Hinwil,info@immo-advisors.ch
Gräfli Immobilien AG,Architekturbüros,NA,tel:055 410 50 59,fax:055 410 12 39,"Churerstrasse 154
8808 Pfäffikon SZ",https://www.google.com/maps/place/Churerstrasse%20154+8808+Pf%C3%A4ffikon%20SZ,website not accessible
Garage Kunz,lnstandhaltung und Reparatur von Automobilen,NA,tel:041 260 55 32,fax:041 260 55 32,"Rothenring 8
6015 Luzern",https://www.google.com/maps/place/Rothenring%208+6015+Luzern,website not accessible
Boos Wärmetechnik GmbH,Gebäudetechnik-Ingenieurbüros,http://www.boos-gmbh.ch/,tel:043 444 99 91,fax:043 444 99 92,"Moosburgstrasse 8
8307 Effretikon",https://www.google.com/maps/place/Moosburgstrasse%208+8307+Effretikon,info@boos-gmbh.ch
Wahl Gartenbau GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,NA,fax:061 903 16 22,"Heidenlochstrasse 46a
4410 Liestal",https://www.google.com/maps/place/Heidenlochstrasse%2046a+4410+Liestal,website not accessible
A.Käppelis Söhne AG,Bau von Strassen,NA,tel:081 720 02 12,fax:081 720 02 11,"Ringstrasse 167
7006 Chur",https://www.google.com/maps/place/Ringstrasse%20167+7006+Chur,website not accessible
E. Rentsch,Reparatur von Maschinen,NA,NA,NA,"Nyffel 581-582
3439 Ranflüh",https://www.google.com/maps/place/Nyffel%20581-582+3439+Ranfl%C3%BCh,website not accessible
A-Digital GmbH,Offsetdruck,http://www.a-digital.ch/,tel:061 721 77 67,NA,"Hinterweg 9
4106 Therwil",https://www.google.com/maps/place/Hinterweg%209+4106+Therwil,a.digital.ch@gmail.com
Auberge Rive Gauche,Inserate,http://www.lerivegauche.ch/,tel:027 458 34 34,fax:027 458 34 74,"Route du Moulin 73
3977 Granges VS",https://www.google.com/maps/place/Route%20du%20Moulin%2073+3977+Granges%20VS,info@lerivegauche.ch
Schreinerei Ryser AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.ryser-schreinerei.ch/,tel:041 930 23 20,fax:041 930 36 27,"Wolfsgrueb 3
6221 Rickenbach LU",https://www.google.com/maps/place/Wolfsgrueb%203+6221+Rickenbach%20LU,info@ryser-schreinerei.ch
A.M.I G.Abegg,Unternehmensberatung,NA,tel:044 433 06 06,fax:044 433 06 06,"Im Rebhügel 10
5445 Eggenwil",https://www.google.com/maps/place/Im%20Rebh%C3%BCgel%2010+5445+Eggenwil,website not accessible
Teppich Kistler AG,Verlegen von Fussboden,http://www.teppich-kistler.ch/,tel:056 268 80 00,fax:056 268 80 08,"Schützematt 2
5316 Leuggern",https://www.google.com/maps/place/Sch%C3%BCtzematt%202+5316+Leuggern,info@teppich-kistler.ch
SBL Invest GmbH Altishofen,Aktivitäten der Generalunternehmen im Baugewerbe,NA,tel:062 917 60 63,NA,"Müli 6
6246 Altishofen",https://www.google.com/maps/place/M%C3%BCli%206+6246+Altishofen,website not accessible
Stephan Maier,"Einbau von Fenster, Türen und Innenausbau, Einbauküchen, Einbaumöbel",NA,tel:033 676 04 44,fax:033 676 04 45,"Ob.Gwanne 31
3713 Reichenbach im Kandertal",https://www.google.com/maps/place/Ob.Gwanne%2031+3713+Reichenbach%20im%20Kandertal,website not accessible
Arbe Generalunternehmung AG,Aktivitäten der Generalunternehmen im Baugewerbe,http://arbe-ag.ch/,tel:062 530 35 72,fax:062 919 24 01,"Mittelstrasse 22
4900 Langenthal",https://www.google.com/maps/place/Mittelstrasse%2022+4900+Langenthal,website not accessible
Jean-Pierre Nicollier,Detailhandel mit Fleisch und Fleischwaren,NA,tel:024 499 12 16,fax:024 499 29 74,"Ch. Demesse 18
1867 Ollon VD",https://www.google.com/maps/place/Ch.%20Demesse%2018+1867+Ollon%20VD,website not accessible
directzone gmbh,Versand- und Internet-Detailhandel,http://www.directzone.ch/,tel:041 211 33 42,NA,"Allmendstrasse 2
8105 Regensdorf",https://www.google.com/maps/place/Allmendstrasse%202+8105+Regensdorf,team@directzone.ch
Generelli SA,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,http://www.generelli.ch/,tel:091 946 24 31,NA,"Via Cantonale 7
6802 Rivera",https://www.google.com/maps/place/Via%20Cantonale%207+6802+Rivera,info@generelli.swiss
HRS Cool Tec GmbH,Herstellung von land- und forstwirtschaftlichen Maschinen,NA,NA,NA,"Klausenmatt 1
6022 Grosswangen",https://www.google.com/maps/place/Klausenmatt%201+6022+Grosswangen,website not accessible
Auto Gasser Salmsach AG,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.autogasser.ch/,tel:071 466 10 40,fax:071 466 10 49,"Arbonerstrasse 30
8599 Salmsach",https://www.google.com/maps/place/Arbonerstrasse%2030+8599+Salmsach,bad link
Kärcher Center St.Gallen,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.kaerchercentersg.ch/,tel:071 250 09 11,fax:071 250 09 12,"Kolumbanstrasse 76
9008 St. Gallen",https://www.google.com/maps/place/Kolumbanstrasse%2076+9008+St.%20Gallen,
Ghielmimport SA,Grosshandel mit Baustoffen,http://www.ghielmimport.ch/,tel:091 935 59 00,fax:091 935 59 99,"strada Cantonale
6805 Mezzovico",https://www.google.com/maps/place/strada%20Cantonale+6805+Mezzovico,info@ghielmimport.ch
Pius Schäfler AG,Detailhandel mit Schreibwaren und Bürobedarf,http://www.piusschaefler.ch/,tel:071 393 84 20,NA,"Bahnhofstrasse 1
9230 Flawil",https://www.google.com/maps/place/Bahnhofstrasse%201+9230+Flawil,support@dachcom.ch
A. Gashi GmbH,Verlegen von Fussboden,NA,NA,NA,"Unterdorf 5
4203 Grellingen",https://www.google.com/maps/place/Unterdorf%205+4203+Grellingen,website not accessible
Mainstation 1901,Entwicklung von Bauprojekten,http://www.mainstation1901.ch/,tel:081 286 68 00,fax:081 286 68 01,"Mainstation 1901
7000 Chur",https://www.google.com/maps/place/Mainstation%201901+7000+Chur,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com
H. Gosteli AG,Detailhandel mit Blumen und Pflanzen,http://www.hgosteliag.ch/,tel:033 822 20 54,fax:033 822 92 69,"Metzgergasse 4
3800 Matten b. Interlaken",https://www.google.com/maps/place/Metzgergasse%204+3800+Matten%20b.%20Interlaken,gartenbau@hgosteliag.ch
Inter-Press Schweiz AG,Call Centers,http://www.tmvag.ch/,tel:071 913 57 57,NA,"Weidstrasse 2
9535 Wilen b. Wil",https://www.google.com/maps/place/Weidstrasse%202+9535+Wilen%20b.%20Wil,tmv@tmvwil.ch?subject=Anfrage/Kontakt
Fritz Zehnder,Reinigung a. n. g.,NA,tel:055 442 33 59,NA,"Katrinenhof 3
8852 Altendorf",https://www.google.com/maps/place/Katrinenhof%203+8852+Altendorf,website not accessible
Gemini GmbH,Detailhandel mit Möbeln,NA,tel:041 250 10 10,NA,"Ibelweg 20
6300 Zug",https://www.google.com/maps/place/Ibelweg%2020+6300+Zug,website not accessible
NaturaPET AG,Herstellung von Futtermitteln für sonstige Tiere,http://www.naturapet.swiss/,tel:052 744 55 66,NA,"Juchstrasse 29
8500 Frauenfeld",https://www.google.com/maps/place/Juchstrasse%2029+8500+Frauenfeld,
Buchhaltungsstelle AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.buchhaltungsstelle.ch/,tel:041 429 60 30,fax:041 429 60 39,"Keramikweg 11
6030 Ebikon",https://www.google.com/maps/place/Keramikweg%2011+6030+Ebikon,bhslu@bluewin.ch
active real estate ag,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.a-realestate.ch/,tel:062 823 75 40,fax:062 823 75 45,"Mühlemattstrasse 58
5000 Aarau",https://www.google.com/maps/place/M%C3%BChlemattstrasse%2058+5000+Aarau,info@a-realestate.ch
Restaurant Krung-Thai,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.krung-thai-restaurant.ch/,tel:071 790 01 12,NA,"Dorfstrasse 16
9055 Bühler",https://www.google.com/maps/place/Dorfstrasse%2016+9055+B%C3%BChler,
Riedweg Malergeschäft GmbH,Malerei,NA,tel:041 910 33 47,NA,"Lavendelweg 8
6280 Hochdorf",https://www.google.com/maps/place/Lavendelweg%208+6280+Hochdorf,website not accessible
Irene Zenklusen,Vermietung und Verpachtung von eigenen oder geleasten Grundstücken,http://iz-immobilien.ch/,tel:041 871 37 85,fax:041 872 09 31,"Jäggimätteli 3
6467 Schattdorf",https://www.google.com/maps/place/J%C3%A4ggim%C3%A4tteli%20%203+6467+Schattdorf,izimmobilien@bluewin.ch
Urben AG,Detailhandel mit elektrischen Haushaltsgeräten,http://www.urbenag.ch/,tel:062 961 62 20,NA,"Bitziusstrasse 15
3360 Herzogenbuchsee",https://www.google.com/maps/place/Bitziusstrasse%2015+3360+Herzogenbuchsee,
"Hans Lüthi,Schreinerei",Schreinerarbeiten im Innenausbau,NA,tel:041 828 16 80,fax:041 828 12 71,"Obergschwend
6442 Gersau",https://www.google.com/maps/place/Obergschwend+6442+Gersau,website not accessible
Herzig AG,Architekturbüros,http://www.herzigag.com/,tel:071 244 40 10,fax:071 244 40 19,"Seeblickstrasse 13
9306 Freidorf TG",https://www.google.com/maps/place/Seeblickstrasse%2013+9306+Freidorf%20TG,herzig@herzigag.com
Bäbler Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.baebler-heizungen.ch/,tel:055 645 52 28,fax:055 644 52 20,"Obere Allmeind 2b
8755 Ennenda",https://www.google.com/maps/place/Obere%20Allmeind%202b+8755+Ennenda,
Immaro Invest AG,Entwicklung von Bauprojekten,NA,tel:071 923 70 55,NA,"Hubstrasse 13
9500 Wil SG",https://www.google.com/maps/place/Hubstrasse%2013+9500+Wil%20SG,website not accessible
Hôtel-Restaurant Bellevue,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotel-le-bellevue.ch/,tel:032 951 16 20,fax:032 951 16 06,"rue de la Gruère 13
2350 Saignelégier",https://www.google.com/maps/place/rue%20de%20la%20Gru%C3%A8re%2013+2350+Saignel%C3%A9gier,info@hotels-saignelegier.ch
Anton Ulrich GmbH,Bauspenglerei,NA,tel:041 855 39 55,fax:041 855 51 35,"Schöntalweg 18
6414 Oberarth",https://www.google.com/maps/place/Sch%C3%B6ntalweg%2018+6414+Oberarth,website not accessible
Team Papeterie AG,Detailhandel mit Schreibwaren und Bürobedarf,NA,tel:032 653 84 34,fax:032 653 84 38,"Bettlachstrasse 17
2540 Grenchen",https://www.google.com/maps/place/Bettlachstrasse%2017+2540+Grenchen,website not accessible
Ecotec by Storit-Werke AG,Herstellung von Verpackungsmitteln aus Kunststoffen,http://www.storit.ch/,tel:081 720 11 30,fax:081 720 11 33,"Unterdorfstrasse 33
8892 Berschis",https://www.google.com/maps/place/Unterdorfstrasse%2033+8892+Berschis,info@storit.ch
Alpsteinzaun AG,Sonstige Bauinstallation,http://www.alpsteinzaun.ch/,tel:071 388 08 20,fax:071 388 08 29,"Bächigenstrasse 5
9212 Arnegg",https://www.google.com/maps/place/B%C3%A4chigenstrasse%205+9212+Arnegg,info@alpsteinzaun.ch
Hydro-Nico AG,Vermietung von Baumaschinen und -geräten,NA,tel:027 946 70 58,fax:027 946 70 44,"Alte Landstrasse 177
3900 Gamsen",https://www.google.com/maps/place/Alte%20Landstrasse%20177+3900+Gamsen,website not accessible
Secur Sicherheitstechnik AG,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,http://www.secur.ch/,tel:0844 330 444,fax:0844 330 445,"Kernenriedstrasse 1
3421 Lyssach",https://www.google.com/maps/place/Kernenriedstrasse%201+3421+Lyssach,info@secur.ch
Sonderegger AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.sondi.ch/,tel:071 353 50 54,fax:071 352 23 28,"Mühlestrasse 10
9100 Herisau",https://www.google.com/maps/place/M%C3%BChlestrasse%2010+9100+Herisau,info@sondi.ch
rh IMMOBILIEN & ARCHITEKTUR GmbH,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.huberimmo.ch/,tel:062 298 38 38,fax:062 298 38 37,"Ziegelfeldstrasse 109
4600 Olten",https://www.google.com/maps/place/Ziegelfeldstrasse%20109+4600+Olten,bad link
Regionalagentur Enrique Abate,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.k-a-b.ch/,tel:079 294 92 64,NA,"Adlikerstrasse 101
8105 Regensdorf",https://www.google.com/maps/place/Adlikerstrasse%20101+8105+Regensdorf,S_6_EP_fantasie_kab_11_2022@2x.png
Alfred Hofstetter,lnstandhaltung und Reparatur von Automobilen,NA,tel:032 358 18 16,fax:032 358 52 28,"rte Principale 11
2535 Frinvillier",https://www.google.com/maps/place/rte%20Principale%2011+2535+Frinvillier,website not accessible
